Date,AAPL,ABBV,ABT,ADBE,AEP,AMGN,AMZN,AXP,BA,BAC,BLK,BMY,C,CAT,COP,CRM,CSCO,CVX,DE,DUK,EOG,GE,GOOGL,GS,HD,HON,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MCD,META,MMM,MRK,MS,MSFT,NEE,NKE,NVDA,ORCL,PFE,PG,RTX,SBUX,SCHW,SLB,SO,SPGI,SPY,TGT,TMO,TSLA,UNH,UNP,UPS,WFC,XOM
2018-01-02,40.26708221435547,68.77315521240234,50.5060920715332,177.6999969482422,53.7113151550293,136.74256896972656,59.45050048828125,88.05137634277344,282.8863830566406,24.510141372680664,412.03533935546875,44.582950592041016,56.31318283081055,131.29385375976562,42.042476654052734,102.63436889648438,30.156715393066406,88.64049530029297,139.47613525390625,58.988494873046875,80.424560546875,80.95316314697266,53.188865661621094,212.20901489257812,152.64793395996094,122.12580871582031,39.33038330078125,110.13080596923828,85.51602172851562,35.02422332763672,74.89779663085938,254.2611541748047,78.32247161865234,141.81971740722656,179.84071350097656,147.4597930908203,41.296531677246094,40.621429443359375,78.69990539550781,31.334102630615234,56.42184066772461,4.92252779006958,40.96510696411133,23.443435668945312,72.28070831298828,66.36860656738281,47.81007766723633,45.8359260559082,54.6500244140625,33.412620544433594,147.58511352539062,235.9542236328125,53.062660217285156,188.56634521484375,21.368667602539062,191.99395751953125,112.6863784790039,88.35176086425781,48.37675094604492,58.18550109863281
2018-01-03,40.26005935668945,69.84935760498047,50.617759704589844,181.0399932861328,53.25883102416992,139.32293701171875,60.209999084472656,88.59427642822266,283.80126953125,24.42817497253418,416.3826599121094,44.61930847167969,56.48737716674805,131.4945831298828,42.81765365600586,103.4994125366211,30.397287368774414,89.2866439819336,140.1116943359375,58.804195404052734,81.6239013671875,81.71859741210938,54.096317291259766,210.23355102539062,153.44349670410156,121.11676788330078,37.99558639526367,111.182861328125,85.60315704345703,34.94731903076172,75.30464172363281,256.392333984375,78.66443634033203,141.22201538085938,183.0624237060547,147.4535675048828,41.23775863647461,40.73039627075195,79.06614685058594,30.66938591003418,56.41295623779297,5.246500492095947,41.91389465332031,23.61715316772461,72.19298553466797,67.3421859741211,48.706050872802734,45.9072151184082,56.072872161865234,33.221370697021484,149.95530700683594,237.44674682617188,52.70173263549805,192.02537536621094,21.149999618530273,194.00794982910156,113.31710815429688,90.30926513671875,48.748939514160156,59.32825469970703
2018-01-04,40.44707489013672,69.45101165771484,50.531856536865234,183.22000122070312,52.628326416015625,138.7357940673828,60.47949981689453,90.0678482055664,282.7243957519531,24.747873306274414,421.8794250488281,45.197540283203125,57.18411636352539,133.30043029785156,43.31166076660156,104.86577606201172,30.483285903930664,89.00873565673828,140.91494750976562,58.343544006347656,81.6386489868164,83.42948150634766,54.306453704833984,213.17178344726562,154.66127014160156,122.75348663330078,37.29880142211914,111.1749496459961,86.8294906616211,35.439544677734375,75.64073944091797,260.79052734375,79.2799301147461,142.21267700195312,182.7253875732422,149.38096618652344,41.90620040893555,41.35307312011719,79.76205444335938,30.511804580688477,56.37739944458008,5.274155616760254,42.32681655883789,23.668609619140625,72.70330810546875,67.55448150634766,48.88856887817383,46.16560363769531,57.46428680419922,33.07968521118164,152.20257568359375,238.44749450683594,51.66606521606445,194.4291229248047,20.974666595458984,194.8499755859375,112.70295715332031,90.89511108398438,49.35869216918945,59.41038513183594
2018-01-05,40.907569885253906,70.66001892089844,50.67790603637695,185.33999633789062,52.51707458496094,139.56240844726562,61.457000732421875,90.27326202392578,294.32232666015625,24.862632751464844,425.473876953125,45.300010681152344,57.1083984375,135.40728759765625,43.228057861328125,106.2616195678711,30.905471801757812,88.86283874511719,141.5152130126953,58.07421875,82.53634643554688,83.4744873046875,55.02656936645508,212.08448791503906,156.2768096923828,123.61157989501953,37.559043884277344,112.09249877929688,86.27204895019531,35.43185043334961,76.56945037841797,263.15325927734375,80.98965454101562,142.4991912841797,185.2234649658203,150.54495239257812,41.86212921142578,41.33750915527344,80.75096130371094,30.651208877563477,56.8572883605957,5.318850040435791,42.581573486328125,23.713645935058594,72.75115966796875,68.13450622558594,49.45269775390625,46.34381866455078,57.857322692871094,33.13636779785156,154.2392120361328,240.0365753173828,52.21528625488281,197.76112365722656,21.10533332824707,198.5655975341797,114.13873291015625,91.1737060546875,49.691280364990234,59.36246109008789
2018-01-08,40.755638122558594,69.52789306640625,50.531856536865234,185.0399932861328,52.97695541381836,139.52378845214844,62.34349822998047,89.44270324707031,295.57073974609375,24.69049072265625,428.64727783203125,45.31465530395508,56.441959381103516,138.81004333496094,43.66885757446289,107.00869750976562,31.226022720336914,89.30055236816406,142.2125244140625,58.25846862792969,82.9336929321289,82.30388641357422,55.22084045410156,209.00514221191406,155.9033660888672,122.9441909790039,37.559043884277344,112.23487854003906,86.39949798583984,35.378021240234375,76.18028259277344,261.9399719238281,80.10914611816406,142.4010009765625,186.64100646972656,150.05682373046875,41.61973190307617,41.1662712097168,80.83338165283203,30.903757095336914,57.36382293701172,5.48182487487793,43.02962875366211,23.449872970581055,73.13388061523438,68.78182220458984,49.20381164550781,46.54876708984375,58.800682067871094,33.43387222290039,155.53846740722656,240.47552490234375,52.70960235595703,198.08360290527344,22.42733383178711,195.1191864013672,115.7238998413086,92.28106689453125,49.1290397644043,59.62936782836914
2018-01-09,40.750953674316406,70.05203247070312,50.617759704589844,186.6999969482422,52.3538703918457,141.67152404785156,62.6349983215332,89.77313232421875,303.46148681640625,24.81344985961914,432.24981689453125,45.2707405090332,57.032649993896484,139.14439392089844,44.02604675292969,107.29376983642578,31.030574798583984,88.82115936279297,146.1759033203125,57.578086853027344,82.1978530883789,83.56454467773438,55.15046691894531,210.7730712890625,156.763916015625,123.95323944091797,36.618812561035156,114.01461029052734,86.83746337890625,35.55488586425781,76.1183853149414,263.815673828125,80.82726287841797,142.0816650390625,186.23455810546875,150.98924255371094,41.72256851196289,41.48537826538086,80.77843475341797,30.677471160888672,56.955047607421875,5.48034143447876,43.26774597167969,23.424144744873047,72.59966278076172,69.53270721435547,49.09598159790039,47.5289306640625,58.8792724609375,33.01594543457031,155.59115600585938,241.01983642578125,54.24740219116211,201.3863067626953,22.246000289916992,196.09146118164062,117.01854705810547,92.23820495605469,49.30326461791992,59.37617111206055
2018-01-10,40.741607666015625,69.66766357421875,50.540443420410156,187.11000061035156,51.55278015136719,141.2697296142578,62.71649932861328,90.39830017089844,305.2054748535156,25.042980194091797,430.3310852050781,45.387847900390625,57.29013442993164,138.67625427246094,43.81324005126953,106.9497299194336,31.202566146850586,89.39086151123047,145.5933074951172,56.777198791503906,82.4186019897461,85.23042297363281,55.019126892089844,211.0968017578125,155.70851135253906,124.8113021850586,35.67857360839844,113.88014221191406,87.79303741455078,35.43185043334961,76.15373229980469,264.2466735839844,80.50238800048828,142.05714416503906,186.20484924316406,150.901611328125,42.089839935302734,41.975738525390625,80.41216278076172,30.42491912841797,57.07058334350586,5.523306846618652,43.0384407043457,23.462736129760742,72.13719940185547,69.85897064208984,49.62691879272461,47.72496032714844,59.429542541503906,32.555519104003906,154.16018676757812,240.6510467529297,55.494930267333984,201.5719451904297,22.31999969482422,194.6329803466797,115.93966674804688,92.72400665283203,49.98428726196289,58.903995513916016
2018-01-11,40.973026275634766,69.87177276611328,50.88573455810547,188.9199981689453,50.98160171508789,140.574462890625,63.83399963378906,89.96067810058594,312.69598388671875,25.133150100708008,435.4716796875,45.724544525146484,57.22199249267578,141.4603271484375,44.97603988647461,107.2446060180664,31.35110855102539,92.10748291015625,147.8177032470703,56.18894958496094,84.72173309326172,85.63565063476562,55.113800048828125,211.76080322265625,158.0465545654297,125.47075653076172,36.442527770996094,114.52875518798828,88.26285552978516,35.40876388549805,76.41024780273438,264.3106384277344,81.84454345703125,141.9589080810547,186.1354217529297,151.63380432128906,42.310203552246094,42.18588638305664,80.65023040771484,30.406728744506836,57.13277816772461,5.5331830978393555,43.17072677612305,23.520648956298828,71.88202667236328,69.90556335449219,49.776241302490234,48.26850509643555,60.56939697265625,32.05259323120117,154.853759765625,242.40689086914062,58.06058120727539,203.8877410888672,22.530000686645508,195.66604614257812,116.47911071777344,95.34591674804688,49.89718246459961,59.48564910888672
2018-01-12,41.3961296081543,70.62489318847656,50.790771484375,195.0500030517578,50.03955841064453,142.95391845703125,65.26000213623047,90.17501831054688,320.40576171875,25.567607879638672,449.7279052734375,45.973411560058594,58.191322326660156,142.37997436523438,45.63721466064453,108.36524200439453,31.953121185302734,92.82308197021484,149.44187927246094,55.91962814331055,85.13375854492188,84.46503448486328,56.035614013671875,213.33787536621094,159.4591522216797,126.38445281982422,36.299808502197266,115.2960433959961,89.72007751464844,35.493370056152344,76.93207550048828,268.3974914550781,86.221435546875,142.10626220703125,177.80856323242188,152.98550415039062,43.088829040527344,42.90195083618164,82.04202270507812,30.3703670501709,57.4704704284668,5.506021976470947,43.66461181640625,23.507770538330078,71.45145416259766,70.72895050048828,50.10808563232422,49.3555908203125,61.29261016845703,31.762178421020508,155.94232177734375,243.9871826171875,60.257469177246094,205.36318969726562,22.4146671295166,198.48741149902344,117.1596450805664,95.79598236083984,49.532901763916016,59.889366149902344
2018-01-16,41.18574142456055,72.13819122314453,50.44548797607422,192.4600067138672,50.06923294067383,143.3402099609375,65.24299621582031,89.61236572265625,319.4051208496094,25.608596801757812,455.7752380371094,43.858089447021484,58.39580154418945,141.55230712890625,44.717647552490234,107.03819274902344,31.695110321044922,91.7183837890625,147.88832092285156,55.579410552978516,83.55538177490234,81.98869323730469,56.0380973815918,214.5247344970703,159.36984252929688,125.4469223022461,36.215850830078125,116.16614532470703,89.40156555175781,35.78562545776367,75.43732452392578,263.4964599609375,86.3154525756836,142.19630432128906,176.8370819091797,153.15443420410156,45.59364700317383,42.497222900390625,80.89745330810547,30.41482162475586,56.35963439941406,5.435153484344482,43.735164642333984,23.546371459960938,71.93783569335938,69.37736511230469,50.2408332824707,49.480323791503906,60.66372299194336,31.634674072265625,154.35336303710938,243.1531219482422,58.81380081176758,203.2526092529297,22.67066764831543,202.18565368652344,116.4459228515625,94.93154907226562,49.49332046508789,59.51301956176758
